,Date,Keypresses,7_day_ma,28_day_ma,365_day_ma,percentile,rank,Weekday
477,2022-01-11,20433,13824.714285714286,8775.535714285714,27631.786301369862,42.41948153967007,734.0,Tuesday
478,2022-01-12,28348,17703.85714285714,9340.32142857143,27621.671232876713,57.42340926944226,543.0,Wednesday
479,2022-01-13,58190,24615.0,10116.392857142857,27780.265753424657,95.0510604870385,64.0,Thursday
480,2022-01-14,23706,24667.285714285714,9616.357142857143,27722.095890410958,48.153967007069916,661.0,Friday
481,2022-01-15,48225,29272.14285714286,10492.357142857143,27784.271232876712,88.60958366064415,146.0,Saturday
482,2022-01-16,5965,30124.14285714286,10688.392857142857,27746.36712328767,20.188531029065203,1017.0,Sunday
483,2022-01-17,24846,29959.0,11338.5,27763.216438356165,50.196386488609576,635.0,Monday
484,2022-01-18,41952,33033.142857142855,12495.357142857143,27827.08219178082,81.2254516889238,240.0,Tuesday
485,2022-01-19,44061,35277.857142857145,14034.142857142857,27865.81917808219,83.89630793401413,206.0,Wednesday
486,2022-01-20,42902,33093.857142857145,15549.92857142857,27842.41095890411,82.48232521602515,224.0,Thursday
487,2022-01-21,60953,38414.857142857145,17726.821428571428,27924.994520547945,96.30793401413983,48.0,Friday
488,2022-01-22,15741,33774.28571428572,18289.0,27806.827397260273,34.642576590730556,833.0,Saturday
489,2022-01-23,32192,37521.0,19438.714285714286,27799.961643835617,64.65043205027494,451.0,Sunday
490,2022-01-24,27822,37946.142857142855,20432.35714285714,27783.569863013698,56.166535742340926,559.0,Monday
491,2022-01-25,41528,37885.57142857143,21915.5,27719.528767123287,80.43990573448548,250.0,Tuesday
492,2022-01-26,41673,37544.42857142857,23403.821428571428,27767.77808219178,80.75412411626081,246.0,Wednesday
493,2022-01-27,22502,34630.142857142855,24207.464285714286,27695.07397260274,46.03299293008641,688.0,Thursday
494,2022-01-28,2382,26262.85714285714,24263.75,27574.88493150685,14.846818538884524,1085.0,Friday
495,2022-01-29,26572,27810.14285714286,25028.89285714286,27538.528767123287,54.045561665357425,586.0,Saturday
496,2022-01-30,3654,23733.285714285714,24949.14285714286,27429.816438356163,17.04634721131186,1057.0,Sunday
497,2022-01-31,19622,22561.85714285714,25363.60714285714,27409.29315068493,40.769835035349566,755.0,Monday
498,2022-02-01,32163,21224.0,26491.85714285714,27335.882191780824,64.41476826394344,454.0,Tuesday
499,2022-02-02,18906,17971.571428571428,27124.428571428572,27338.405479452056,39.827179890023565,767.0,Wednesday
500,2022-02-03,8715,16002.0,27085.25,27225.01917808219,25.13747054202671,954.0,Thursday
501,2022-02-04,14949,17797.285714285714,26785.571428571428,27150.84109589041,33.62136684996072,846.0,Friday
502,2022-02-05,8075,15154.857142857143,26502.85714285714,27140.482191780822,24.11626080125687,967.0,Saturday
503,2022-02-06,6414,15549.142857142857,26731.89285714286,27149.468493150685,21.209740769835037,1004.0,Sunday
504,2022-02-07,41850,18724.571428571428,27297.89285714286,27221.520547945205,80.9897879025923,243.0,Monday
505,2022-02-08,18543,16778.85714285714,27230.39285714286,27078.923287671234,39.04163393558523,777.0,Tuesday
506,2022-02-09,40606,19878.85714285714,27668.178571428572,27059.098630136985,79.02592301649646,268.0,Wednesday
507,2022-02-10,16899,21048.0,26193.5,26968.279452054794,36.6064414768264,808.0,Thursday
508,2022-02-11,0,18912.428571428572,25346.85714285714,26818.70410958904,2.9065200314218385,1237.0,Friday
509,2022-02-12,0,17758.85714285714,23624.535714285714,26696.61917808219,2.9065200314218385,1237.0,Saturday
510,2022-02-13,9571,18209.85714285714,23753.321428571428,26660.70410958904,26.23723487824038,940.0,Sunday
511,2022-02-14,12485,14014.857142857143,23311.85714285714,26597.468493150685,29.615082482325217,897.0,Monday
512,2022-02-15,28291,15407.42857142857,22823.964285714286,26488.868493150683,57.10919088766693,547.0,Tuesday
513,2022-02-16,34208,14493.42857142857,22472.071428571428,26503.71506849315,67.63550667714061,413.0,Wednesday
514,2022-02-17,17688,14606.142857142857,21571.571428571428,26367.2301369863,37.470542026708564,797.0,Thursday
515,2022-02-18,16891,17019.14285714286,19997.928571428572,26279.271232876712,36.52788688138256,809.0,Friday
516,2022-02-19,1264,17199.714285714286,19480.89285714286,26111.575342465752,12.018853102906519,1121.0,Saturday
517,2022-02-20,0,15832.42857142857,18331.178571428572,26053.106849315067,2.9065200314218385,1237.0,Sunday
518,2022-02-21,29610,18278.85714285714,18395.035714285714,26054.712328767124,59.30871956009427,519.0,Monday
