,Day,Hour,Keypresses,keypresses_over_last_24_hours
21531,2023-03-07,3,0,39556.0
21532,2023-03-07,4,0,39556.0
21533,2023-03-07,5,0,39556.0
21534,2023-03-07,6,0,39556.0
21535,2023-03-07,7,0,39556.0
21536,2023-03-07,8,0,39556.0
21537,2023-03-07,9,0,39394.0
21538,2023-03-07,10,5045,42085.0
21539,2023-03-07,11,4287,45287.0
21540,2023-03-07,12,4488,47507.0
21541,2023-03-07,13,3344,48701.0
21542,2023-03-07,14,1363,45320.0
21543,2023-03-07,15,2433,43319.0
21544,2023-03-07,16,5770,42254.0
21545,2023-03-07,17,2329,39873.0
21546,2023-03-07,18,0,37298.0
21547,2023-03-07,19,0,35478.0
21548,2023-03-07,20,0,35476.0
21549,2023-03-07,21,0,35229.0
21550,2023-03-07,22,0,31223.0
21551,2023-03-07,23,0,29059.0
21552,2023-03-08,0,0,29059.0
21553,2023-03-08,1,0,29059.0
21554,2023-03-08,2,0,29059.0
21555,2023-03-08,3,0,29059.0
21556,2023-03-08,4,0,29059.0
21557,2023-03-08,5,0,29059.0
21558,2023-03-08,6,0,29059.0
21559,2023-03-08,7,0,29059.0
21560,2023-03-08,8,724,29783.0
21561,2023-03-08,9,371,30154.0
21562,2023-03-08,10,3968,29077.0
21563,2023-03-08,11,3834,28624.0
21564,2023-03-08,12,6626,30762.0
21565,2023-03-08,13,2829,30247.0
21566,2023-03-08,14,150,29034.0
21567,2023-03-08,15,2351,28952.0
21568,2023-03-08,16,5213,28395.0
21569,2023-03-08,17,1735,27801.0
21570,2023-03-08,18,5347,33148.0
21571,2023-03-08,19,1185,34333.0
21572,2023-03-08,20,0,34333.0
21573,2023-03-08,21,0,34333.0
21574,2023-03-08,22,0,34333.0
21575,2023-03-08,23,0,34333.0
21576,2023-03-09,0,0,34333.0
21577,2023-03-09,1,0,34333.0
21578,2023-03-09,2,0,34333.0
21579,2023-03-09,3,0,34333.0
21580,2023-03-09,4,0,34333.0
21581,2023-03-09,5,0,34333.0
21582,2023-03-09,6,0,34333.0
21583,2023-03-09,7,0,34333.0
21584,2023-03-09,8,0,33609.0
21585,2023-03-09,9,0,33238.0
21586,2023-03-09,10,6038,35308.0
21587,2023-03-09,11,1281,32755.0
21588,2023-03-09,12,1898,28027.0
21589,2023-03-09,13,1136,26334.0
21590,2023-03-09,14,4155,30339.0
21591,2023-03-09,15,37,28025.0
21592,2023-03-09,16,0,22812.0
21593,2023-03-09,17,0,21077.0
21594,2023-03-09,18,0,15730.0
21595,2023-03-09,19,0,14545.0
21596,2023-03-09,20,0,14545.0
21597,2023-03-09,21,0,14545.0
21598,2023-03-09,22,0,14545.0
21599,2023-03-09,23,3961,18506.0
21600,2023-03-10,0,209,18715.0
21601,2023-03-10,1,0,18715.0
21602,2023-03-10,2,0,18715.0
21603,2023-03-10,3,0,18715.0
21604,2023-03-10,4,0,18715.0
21605,2023-03-10,5,0,18715.0
21606,2023-03-10,6,0,18715.0
21607,2023-03-10,7,0,18715.0
21608,2023-03-10,8,0,18715.0
21609,2023-03-10,9,0,18715.0
21610,2023-03-10,10,0,12677.0
21611,2023-03-10,11,1668,13064.0
21612,2023-03-10,12,1599,12765.0
21613,2023-03-10,13,2570,14199.0
21614,2023-03-10,14,5149,15193.0
21615,2023-03-10,15,3669,18825.0
21616,2023-03-10,16,4515,23340.0
21617,2023-03-10,17,4109,27449.0
21618,2023-03-10,18,1853,29302.0
21619,2023-03-10,19,0,29302.0
21620,2023-03-10,20,0,29302.0
21621,2023-03-10,21,5281,34583.0
21622,2023-03-10,22,1783,36366.0
21623,2023-03-10,23,0,32405.0
21624,2023-03-11,0,0,32196.0
21625,2023-03-11,1,0,32196.0
21626,2023-03-11,2,0,32196.0
21627,2023-03-11,3,0,32196.0
21628,2023-03-11,4,0,32196.0
21629,2023-03-11,5,0,32196.0
21630,2023-03-11,6,0,32196.0
21631,2023-03-11,7,0,32196.0
21632,2023-03-11,8,0,32196.0
21633,2023-03-11,9,0,32196.0
21634,2023-03-11,10,0,32196.0
21635,2023-03-11,11,0,30528.0
21636,2023-03-11,12,0,28929.0
21637,2023-03-11,13,0,26359.0
21638,2023-03-11,14,5184,26394.0
21639,2023-03-11,15,4705,27430.0
21640,2023-03-11,16,5120,28035.0
21641,2023-03-11,17,91,24017.0
21642,2023-03-11,18,0,22164.0
21643,2023-03-11,19,0,22164.0
21644,2023-03-11,20,0,22164.0
21645,2023-03-11,21,0,16883.0
21646,2023-03-11,22,0,15100.0
21647,2023-03-11,23,1097,16197.0
21648,2023-03-12,0,3696,19893.0
21649,2023-03-12,1,3205,23098.0
21650,2023-03-12,2,0,23098.0
21651,2023-03-12,3,0,23098.0
21652,2023-03-12,4,0,23098.0
21653,2023-03-12,5,0,23098.0
21654,2023-03-12,6,0,23098.0
21655,2023-03-12,7,0,23098.0
21656,2023-03-12,8,0,23098.0
21657,2023-03-12,9,0,23098.0
21658,2023-03-12,10,0,23098.0
21659,2023-03-12,11,0,23098.0
21660,2023-03-12,12,0,23098.0
21661,2023-03-12,13,0,23098.0
21662,2023-03-12,14,0,17914.0
21663,2023-03-12,15,0,13209.0
21664,2023-03-12,16,0,8089.0
21665,2023-03-12,17,0,7998.0
21666,2023-03-12,18,0,7998.0
21667,2023-03-12,19,994,8992.0
21668,2023-03-12,20,4799,13791.0
21669,2023-03-12,21,6221,20012.0
21670,2023-03-12,22,1574,21586.0
21671,2023-03-12,23,0,20489.0
21672,2023-03-13,0,0,16793.0
21673,2023-03-13,1,0,13588.0
21674,2023-03-13,2,0,13588.0
21675,2023-03-13,3,0,13588.0
21676,2023-03-13,4,0,13588.0
21677,2023-03-13,5,0,13588.0
21678,2023-03-13,6,0,13588.0
21679,2023-03-13,7,0,13588.0
21680,2023-03-13,8,0,13588.0
21681,2023-03-13,9,0,13588.0
21682,2023-03-13,10,3818,17406.0
21683,2023-03-13,11,4647,22053.0
21684,2023-03-13,12,3319,25372.0
21685,2023-03-13,13,1849,27221.0
21686,2023-03-13,14,10758,37979.0
21687,2023-03-13,15,4593,42572.0
21688,2023-03-13,16,4489,47061.0
21689,2023-03-13,17,4997,52058.0
21690,2023-03-13,18,6305,58363.0
21691,2023-03-13,19,0,57369.0
21692,2023-03-13,20,0,52570.0
21693,2023-03-13,21,0,46349.0
21694,2023-03-13,22,0,44775.0
21695,2023-03-13,23,0,44775.0
21696,2023-03-14,0,0,44775.0
21697,2023-03-14,1,0,44775.0
21698,2023-03-14,2,0,44775.0
21699,2023-03-14,3,0,44775.0
21700,2023-03-14,4,0,44775.0
21701,2023-03-14,5,0,44775.0
21702,2023-03-14,6,0,44775.0
21703,2023-03-14,7,0,44775.0
21704,2023-03-14,8,0,44775.0
21705,2023-03-14,9,0,44775.0
21706,2023-03-14,10,830,41787.0
21707,2023-03-14,11,5680,42820.0
21708,2023-03-14,12,4738,44239.0
21709,2023-03-14,13,3912,46302.0
21710,2023-03-14,14,4361,39905.0
21711,2023-03-14,15,2083,37395.0
21712,2023-03-14,16,2817,35723.0
21713,2023-03-14,17,0,30726.0
21714,2023-03-14,18,0,24421.0
21715,2023-03-14,19,0,24421.0
21716,2023-03-14,20,32,24453.0
21717,2023-03-14,21,2905,27358.0
21718,2023-03-14,22,5159,32517.0
21719,2023-03-14,23,2268,34785.0
21720,2023-03-15,0,2651,37436.0
21721,2023-03-15,1,0,37436.0
21722,2023-03-15,2,0,37436.0
21723,2023-03-15,3,0,37436.0
21724,2023-03-15,4,0,37436.0
21725,2023-03-15,5,0,37436.0
21726,2023-03-15,6,0,37436.0
21727,2023-03-15,7,0,37436.0
21728,2023-03-15,8,0,37436.0
21729,2023-03-15,9,0,37436.0
21730,2023-03-15,10,1580,38186.0
21731,2023-03-15,11,2314,34820.0
21732,2023-03-15,12,4312,34394.0
21733,2023-03-15,13,3256,33738.0
21734,2023-03-15,14,2133,31510.0
21735,2023-03-15,15,3621,33048.0
21736,2023-03-15,16,1392,31623.0
21737,2023-03-15,17,0,31623.0
21738,2023-03-15,18,1317,32940.0
21739,2023-03-15,19,548,33488.0
21740,2023-03-15,20,0,33456.0
21741,2023-03-15,21,0,30551.0
21742,2023-03-15,22,4811,30203.0
21743,2023-03-15,23,4310,32245.0
21744,2023-03-16,0,1717,31311.0
21745,2023-03-16,1,3713,35024.0
21746,2023-03-16,2,7,35031.0
21747,2023-03-16,3,0,35031.0
21748,2023-03-16,4,0,35031.0
21749,2023-03-16,5,0,35031.0
21750,2023-03-16,6,0,35031.0
21751,2023-03-16,7,0,35031.0
21752,2023-03-16,8,0,35031.0
21753,2023-03-16,9,0,35031.0
21754,2023-03-16,10,0,33451.0
21755,2023-03-16,11,4289,35426.0
21756,2023-03-16,12,2399,33513.0
21757,2023-03-16,13,513,30770.0
21758,2023-03-16,14,1370,30007.0
21759,2023-03-16,15,2387,28773.0
21760,2023-03-16,16,2703,30084.0
21761,2023-03-16,17,927,31011.0
21762,2023-03-16,18,2006,31700.0
21763,2023-03-16,19,2868,34020.0
21764,2023-03-16,20,648,34668.0
21765,2023-03-16,21,0,34668.0
21766,2023-03-16,22,2593,32450.0
21767,2023-03-16,23,2,28142.0
21768,2023-03-17,0,0,26425.0
21769,2023-03-17,1,0,22712.0
21770,2023-03-17,2,0,22705.0
21771,2023-03-17,3,0,22705.0
21772,2023-03-17,4,0,22705.0
21773,2023-03-17,5,0,22705.0
21774,2023-03-17,6,0,22705.0
21775,2023-03-17,7,0,22705.0
21776,2023-03-17,8,0,22705.0
21777,2023-03-17,9,1193,23898.0
21778,2023-03-17,10,2986,26884.0
21779,2023-03-17,11,4667,27262.0
21780,2023-03-17,12,176,25039.0
21781,2023-03-17,13,4025,28551.0
21782,2023-03-17,14,753,27934.0
21783,2023-03-17,15,0,25547.0
21784,2023-03-17,16,1006,23850.0
21785,2023-03-17,17,1438,24361.0
21786,2023-03-17,18,390,22745.0
21787,2023-03-17,19,0,19877.0
21788,2023-03-17,20,0,19229.0
21789,2023-03-17,21,0,19229.0
21790,2023-03-17,22,0,16636.0
21791,2023-03-17,23,0,16634.0
21792,2023-03-18,0,0,16634.0
21793,2023-03-18,1,0,16634.0
21794,2023-03-18,2,0,16634.0
21795,2023-03-18,3,0,16634.0
21796,2023-03-18,4,0,16634.0
21797,2023-03-18,5,0,16634.0
21798,2023-03-18,6,0,16634.0
21799,2023-03-18,7,0,16634.0
21800,2023-03-18,8,0,16634.0
21801,2023-03-18,9,0,15441.0
21802,2023-03-18,10,0,12455.0
21803,2023-03-18,11,0,7788.0
21804,2023-03-18,12,0,7612.0
21805,2023-03-18,13,1250,4837.0
21806,2023-03-18,14,5377,9461.0
21807,2023-03-18,15,3401,12862.0
21808,2023-03-18,16,4387,16243.0
21809,2023-03-18,17,6149,20954.0
21810,2023-03-18,18,5270,25834.0
21811,2023-03-18,19,1205,27039.0
21812,2023-03-18,20,0,27039.0
21813,2023-03-18,21,3196,30235.0
21814,2023-03-18,22,1799,32034.0
21815,2023-03-18,23,1841,33875.0
21816,2023-03-19,0,329,34204.0
21817,2023-03-19,1,194,34398.0
21818,2023-03-19,2,0,34398.0
21819,2023-03-19,3,0,34398.0
21820,2023-03-19,4,0,34398.0
21821,2023-03-19,5,0,34398.0
21822,2023-03-19,6,0,34398.0
21823,2023-03-19,7,0,34398.0
21824,2023-03-19,8,0,34398.0
21825,2023-03-19,9,0,34398.0
21826,2023-03-19,10,0,34398.0
21827,2023-03-19,11,2,34400.0
21828,2023-03-19,12,1245,35645.0
21829,2023-03-19,13,0,34395.0
21830,2023-03-19,14,612,29630.0
21831,2023-03-19,15,3090,29319.0
21832,2023-03-19,16,5574,30506.0
21833,2023-03-19,17,89,24446.0
21834,2023-03-19,18,999,20175.0
21835,2023-03-19,19,1586,20556.0
21836,2023-03-19,20,0,20556.0
21837,2023-03-19,21,0,17360.0
21838,2023-03-19,22,0,15561.0
21839,2023-03-19,23,0,13720.0
21840,2023-03-20,0,0,13391.0
21841,2023-03-20,1,0,13197.0
21842,2023-03-20,2,0,13197.0
21843,2023-03-20,3,0,13197.0
21844,2023-03-20,4,0,13197.0
21845,2023-03-20,5,0,13197.0
21846,2023-03-20,6,0,13197.0
21847,2023-03-20,7,0,13197.0
21848,2023-03-20,8,0,13197.0
21849,2023-03-20,9,0,13197.0
21850,2023-03-20,10,410,13607.0
21851,2023-03-20,11,4104,17709.0
21852,2023-03-20,12,2661,19125.0
21853,2023-03-20,13,1861,20986.0
21854,2023-03-20,14,1613,21987.0
21855,2023-03-20,15,802,19699.0
21856,2023-03-20,16,4675,18800.0
21857,2023-03-20,17,5794,24505.0
21858,2023-03-20,18,4128,27634.0
21859,2023-03-20,19,3468,29516.0
21860,2023-03-20,20,6036,35552.0
21861,2023-03-20,21,1775,37327.0
21862,2023-03-20,22,0,37327.0
21863,2023-03-20,23,0,37327.0
21864,2023-03-21,0,0,37327.0
21865,2023-03-21,1,0,37327.0
21866,2023-03-21,2,0,37327.0
21867,2023-03-21,3,0,37327.0
21868,2023-03-21,4,0,37327.0
21869,2023-03-21,5,0,37327.0
21870,2023-03-21,6,0,37327.0
21871,2023-03-21,7,0,37327.0
21872,2023-03-21,8,0,37327.0
21873,2023-03-21,9,4306,41633.0
21874,2023-03-21,10,5724,46947.0
21875,2023-03-21,11,4240,47083.0
21876,2023-03-21,12,3478,47900.0
21877,2023-03-21,13,2444,48483.0
21878,2023-03-21,14,2771,49641.0
21879,2023-03-21,15,2718,51557.0
21880,2023-03-21,16,4196,51078.0
21881,2023-03-21,17,1245,46529.0
21882,2023-03-21,18,770,43171.0
21883,2023-03-21,19,1095,40798.0
21884,2023-03-21,20,1430,36192.0
21885,2023-03-21,21,0,34417.0
21886,2023-03-21,22,7894,42311.0
21887,2023-03-21,23,8215,50526.0
21888,2023-03-22,0,1635,52161.0
21889,2023-03-22,1,0,52161.0
21890,2023-03-22,2,0,52161.0
21891,2023-03-22,3,0,52161.0
21892,2023-03-22,4,0,52161.0
21893,2023-03-22,5,0,52161.0
21894,2023-03-22,6,0,52161.0
21895,2023-03-22,7,0,52161.0
21896,2023-03-22,8,0,52161.0
21897,2023-03-22,9,5193,53048.0
21898,2023-03-22,10,2702,50026.0
21899,2023-03-22,11,2965,48751.0
21900,2023-03-22,12,0,45273.0
21901,2023-03-22,13,3272,46101.0
21902,2023-03-22,14,4171,47501.0
21903,2023-03-22,15,4381,49164.0
21904,2023-03-22,16,5303,50271.0
21905,2023-03-22,17,7300,56326.0
21906,2023-03-22,18,0,55556.0
21907,2023-03-22,19,0,54461.0
21908,2023-03-22,20,0,53031.0
21909,2023-03-22,21,0,53031.0
21910,2023-03-22,22,2052,47189.0
21911,2023-03-22,23,4554,43528.0
21912,2023-03-23,0,4048,45941.0
21913,2023-03-23,1,4459,50400.0
21914,2023-03-23,2,0,50400.0
21915,2023-03-23,3,0,50400.0
21916,2023-03-23,4,0,50400.0
21917,2023-03-23,5,0,50400.0
21918,2023-03-23,6,0,50400.0
21919,2023-03-23,7,0,50400.0
21920,2023-03-23,8,0,50400.0
21921,2023-03-23,9,0,45207.0
21922,2023-03-23,10,0,42505.0
21923,2023-03-23,11,954,40494.0
21924,2023-03-23,12,6163,46657.0
21925,2023-03-23,13,3665,47050.0
21926,2023-03-23,14,4603,47482.0
21927,2023-03-23,15,5857,48958.0
21928,2023-03-23,16,701,44356.0
21929,2023-03-23,17,973,38029.0
21930,2023-03-23,18,0,38029.0
21931,2023-03-23,19,0,38029.0
21932,2023-03-23,20,2947,40976.0
21933,2023-03-23,21,5976,46952.0
21934,2023-03-23,22,3271,48171.0
21935,2023-03-23,23,2004,45621.0
21936,2023-03-24,0,2688,44261.0
21937,2023-03-24,1,61,39863.0
21938,2023-03-24,2,0,39863.0
21939,2023-03-24,3,0,39863.0
21940,2023-03-24,4,0,39863.0
21941,2023-03-24,5,0,39863.0
21942,2023-03-24,6,0,39863.0
21943,2023-03-24,7,0,39863.0
21944,2023-03-24,8,0,39863.0
21945,2023-03-24,9,0,39863.0
21946,2023-03-24,10,0,39863.0
21947,2023-03-24,11,4151,43060.0
21948,2023-03-24,12,5069,41966.0
21949,2023-03-24,13,5511,43812.0
21950,2023-03-24,14,4820,44029.0
21951,2023-03-24,15,8455,46627.0
21952,2023-03-24,16,552,46478.0
21953,2023-03-24,17,0,45505.0
21954,2023-03-24,18,0,45505.0
21955,2023-03-24,19,0,45505.0
21956,2023-03-24,20,0,42558.0
21957,2023-03-24,21,0,36582.0
21958,2023-03-24,22,0,33311.0
21959,2023-03-24,23,0,31307.0
21960,2023-03-25,0,0,28619.0
21961,2023-03-25,1,0,28558.0
21962,2023-03-25,2,0,28558.0
21963,2023-03-25,3,0,28558.0
21964,2023-03-25,4,0,28558.0
21965,2023-03-25,5,0,28558.0
21966,2023-03-25,6,0,28558.0
21967,2023-03-25,7,0,28558.0
21968,2023-03-25,8,0,28558.0
21969,2023-03-25,9,0,28558.0
21970,2023-03-25,10,0,28558.0
21971,2023-03-25,11,0,24407.0
21972,2023-03-25,12,0,19338.0
21973,2023-03-25,13,2425,16252.0
21974,2023-03-25,14,3412,14844.0
21975,2023-03-25,15,4251,10640.0
21976,2023-03-25,16,3457,13545.0
21977,2023-03-25,17,2988,16533.0
21978,2023-03-25,18,5466,21999.0
21979,2023-03-25,19,8,22007.0
21980,2023-03-25,20,1087,23094.0
21981,2023-03-25,21,5101,28195.0
21982,2023-03-25,22,3029,31224.0
21983,2023-03-25,23,0,31224.0
21984,2023-03-26,0,0,31224.0
21985,2023-03-26,1,0,31224.0
21986,2023-03-26,2,0,31224.0
21987,2023-03-26,3,0,31224.0
21988,2023-03-26,4,0,31224.0
21989,2023-03-26,5,0,31224.0
21990,2023-03-26,6,0,31224.0
21991,2023-03-26,7,0,31224.0
21992,2023-03-26,8,0,31224.0
21993,2023-03-26,9,0,31224.0
21994,2023-03-26,10,0,31224.0
21995,2023-03-26,11,0,31224.0
21996,2023-03-26,12,0,31224.0
21997,2023-03-26,13,0,28799.0
21998,2023-03-26,14,0,25387.0
21999,2023-03-26,15,0,21136.0
22000,2023-03-26,16,0,17679.0
22001,2023-03-26,17,245,14936.0
22002,2023-03-26,18,4,9474.0
22003,2023-03-26,19,2,9468.0
22004,2023-03-26,20,59,8440.0
22005,2023-03-26,21,12,3351.0
22006,2023-03-26,22,0,322.0
22007,2023-03-26,23,0,322.0
22008,2023-03-27,0,0,322.0
22009,2023-03-27,1,0,322.0
22010,2023-03-27,2,0,322.0
22011,2023-03-27,3,0,322.0
22012,2023-03-27,4,0,322.0
22013,2023-03-27,5,0,322.0
22014,2023-03-27,6,0,322.0
22015,2023-03-27,7,0,322.0
22016,2023-03-27,8,0,322.0
22017,2023-03-27,9,1430,1752.0
22018,2023-03-27,10,3268,5020.0
22019,2023-03-27,11,4261,9281.0
22020,2023-03-27,12,2273,11554.0
22021,2023-03-27,13,6284,17838.0
22022,2023-03-27,14,6906,24744.0
22023,2023-03-27,15,2143,26887.0
22024,2023-03-27,16,4813,31700.0
22025,2023-03-27,17,2510,33965.0
22026,2023-03-27,18,1615,35576.0
22027,2023-03-27,19,1911,37485.0
22028,2023-03-27,20,3197,40623.0
22029,2023-03-27,21,3015,43626.0
22030,2023-03-27,22,5018,48644.0
22031,2023-03-27,23,3371,52015.0
22032,2023-03-28,0,0,52015.0
22033,2023-03-28,1,0,52015.0
22034,2023-03-28,2,0,52015.0
22035,2023-03-28,3,0,52015.0
22036,2023-03-28,4,0,52015.0
22037,2023-03-28,5,0,52015.0
22038,2023-03-28,6,0,52015.0
22039,2023-03-28,7,0,52015.0
22040,2023-03-28,8,0,52015.0
22041,2023-03-28,9,347,50932.0
22042,2023-03-28,10,1284,48948.0
22043,2023-03-28,11,2018,46705.0
22044,2023-03-28,12,2723,47155.0
22045,2023-03-28,13,2040,42911.0
22046,2023-03-28,14,1201,37206.0
22047,2023-03-28,15,2945,38008.0
22048,2023-03-28,16,2912,36107.0
22049,2023-03-28,17,0,33597.0
22050,2023-03-28,18,0,31982.0
22051,2023-03-28,19,0,30071.0
22052,2023-03-28,20,3493,30367.0
22053,2023-03-28,21,172,27524.0
22054,2023-03-28,22,1442,23948.0
22055,2023-03-28,23,2864,23441.0
22056,2023-03-29,0,4230,27671.0
22057,2023-03-29,1,787,28458.0
22058,2023-03-29,2,0,28458.0
22059,2023-03-29,3,0,28458.0
22060,2023-03-29,4,0,28458.0
22061,2023-03-29,5,0,28458.0
22062,2023-03-29,6,0,28458.0
22063,2023-03-29,7,0,28458.0
22064,2023-03-29,8,0,28458.0
22065,2023-03-29,9,0,28111.0
22066,2023-03-29,10,0,26827.0
22067,2023-03-29,11,5040,29849.0
22068,2023-03-29,12,4819,31945.0
22069,2023-03-29,13,3826,33731.0
22070,2023-03-29,14,3684,36214.0
22071,2023-03-29,15,6067,39336.0
22072,2023-03-29,16,5639,42063.0
22073,2023-03-29,17,0,42063.0
22074,2023-03-29,18,0,42063.0
22075,2023-03-29,19,0,42063.0
22076,2023-03-29,20,0,38570.0
22077,2023-03-29,21,0,38398.0
22078,2023-03-29,22,0,36956.0
22079,2023-03-29,23,0,34092.0
22080,2023-03-30,0,0,29862.0
22081,2023-03-30,1,0,29075.0
22082,2023-03-30,2,0,29075.0
22083,2023-03-30,3,0,29075.0
22084,2023-03-30,4,0,29075.0
22085,2023-03-30,5,0,29075.0
22086,2023-03-30,6,0,29075.0
22087,2023-03-30,7,0,29075.0
22088,2023-03-30,8,0,29075.0
22089,2023-03-30,9,0,29075.0
22090,2023-03-30,10,3750,32825.0
22091,2023-03-30,11,7392,35177.0
22092,2023-03-30,12,3299,33657.0
22093,2023-03-30,13,1946,31777.0
22094,2023-03-30,14,485,28578.0
22095,2023-03-30,15,0,22511.0
22096,2023-03-30,16,0,16872.0
22097,2023-03-30,17,0,16872.0
22098,2023-03-30,18,0,16872.0
22099,2023-03-30,19,0,16872.0
22100,2023-03-30,20,1796,18668.0
22101,2023-03-30,21,0,18668.0
22102,2023-03-30,22,0,18668.0
22103,2023-03-30,23,0,18668.0
22104,2023-03-31,0,443,19111.0
22105,2023-03-31,1,899,20010.0
22106,2023-03-31,2,12,20022.0
22107,2023-03-31,3,54,20076.0
22108,2023-03-31,4,0,20076.0
22109,2023-03-31,5,0,20076.0
22110,2023-03-31,6,0,20076.0
22111,2023-03-31,7,157,20233.0
22112,2023-03-31,8,0,20233.0
22113,2023-03-31,9,177,20410.0
22114,2023-03-31,10,2186,18846.0
22115,2023-03-31,11,6846,18300.0
22116,2023-03-31,12,3504,18505.0
22117,2023-03-31,13,2573,19132.0
22118,2023-03-31,14,3501,22148.0
22119,2023-03-31,15,5584,27732.0
22120,2023-03-31,16,6050,33782.0
22121,2023-03-31,17,289,34071.0
22122,2023-03-31,18,0,34071.0
22123,2023-03-31,19,0,34071.0
22124,2023-03-31,20,0,32275.0
22125,2023-03-31,21,0,32275.0
22126,2023-03-31,22,0,32275.0
22127,2023-03-31,23,0,32275.0
22128,2023-04-01,0,0,31832.0
22129,2023-04-01,1,0,30933.0
22130,2023-04-01,2,0,30921.0
22131,2023-04-01,3,0,30867.0
22132,2023-04-01,4,0,30867.0
22133,2023-04-01,5,0,30867.0
22134,2023-04-01,6,0,30867.0
22135,2023-04-01,7,0,30710.0
22136,2023-04-01,8,0,30710.0
22137,2023-04-01,9,0,30533.0
22138,2023-04-01,10,0,28347.0
22139,2023-04-01,11,2284,23785.0
22140,2023-04-01,12,3263,23544.0
22141,2023-04-01,13,2591,23562.0
22142,2023-04-01,14,0,20061.0
22143,2023-04-01,15,0,14477.0
22144,2023-04-01,16,0,8427.0
22145,2023-04-01,17,0,8138.0
22146,2023-04-01,18,0,8138.0
22147,2023-04-01,19,497,8635.0
22148,2023-04-01,20,10283,18918.0
22149,2023-04-01,21,2041,20959.0
22150,2023-04-01,22,0,20959.0
22151,2023-04-01,23,0,20959.0
22152,2023-04-02,0,0,20959.0
22153,2023-04-02,1,0,20959.0
22154,2023-04-02,2,0,20959.0
22155,2023-04-02,3,0,20959.0
22156,2023-04-02,4,27,20986.0
22157,2023-04-02,5,0,20986.0
22158,2023-04-02,6,27,21013.0
22159,2023-04-02,7,0,21013.0
22160,2023-04-02,8,0,21013.0
22161,2023-04-02,9,0,21013.0
22162,2023-04-02,10,0,21013.0
22163,2023-04-02,11,0,18729.0
22164,2023-04-02,12,0,15466.0
22165,2023-04-02,13,0,12875.0
22166,2023-04-02,14,0,12875.0
22167,2023-04-02,15,1529,14404.0
22168,2023-04-02,16,969,15373.0
22169,2023-04-02,17,3093,18466.0
22170,2023-04-02,18,1202,19668.0
22171,2023-04-02,19,0,19171.0
22172,2023-04-02,20,0,8888.0
22173,2023-04-02,21,0,6847.0
22174,2023-04-02,22,0,6847.0
22175,2023-04-02,23,0,6847.0
22176,2023-04-03,0,0,6847.0
22177,2023-04-03,1,0,6847.0
22178,2023-04-03,2,0,6847.0
22179,2023-04-03,3,0,6847.0
22180,2023-04-03,4,0,6820.0
22181,2023-04-03,5,0,6820.0
22182,2023-04-03,6,0,6793.0
22183,2023-04-03,7,0,6793.0
22184,2023-04-03,8,0,6793.0
22185,2023-04-03,9,0,6793.0
22186,2023-04-03,10,1991,8784.0
22187,2023-04-03,11,2910,11694.0
22188,2023-04-03,12,2079,13773.0
22189,2023-04-03,13,1465,15238.0
22190,2023-04-03,14,0,15238.0
22191,2023-04-03,15,2,13711.0
22192,2023-04-03,16,340,13082.0
22193,2023-04-03,17,2344,12333.0
22194,2023-04-03,18,2018,13149.0
22195,2023-04-03,19,2299,15448.0
22196,2023-04-03,20,3571,19019.0
22197,2023-04-03,21,1446,20465.0
22198,2023-04-03,22,0,20465.0
22199,2023-04-03,23,0,20465.0
22200,2023-04-04,0,0,20465.0
22201,2023-04-04,1,0,20465.0
22202,2023-04-04,2,0,20465.0
22203,2023-04-04,3,0,20465.0
22204,2023-04-04,4,0,20465.0
22205,2023-04-04,5,0,20465.0
22206,2023-04-04,6,0,20465.0
22207,2023-04-04,7,0,20465.0
22208,2023-04-04,8,0,20465.0
22209,2023-04-04,9,995,21460.0
22210,2023-04-04,10,1090,20559.0
22211,2023-04-04,11,9363,27012.0
22212,2023-04-04,12,1978,26911.0
22213,2023-04-04,13,2113,27559.0
22214,2023-04-04,14,1747,29306.0
22215,2023-04-04,15,3289,32593.0
22216,2023-04-04,16,4632,36885.0
22217,2023-04-04,17,4176,38717.0
22218,2023-04-04,18,305,37004.0
22219,2023-04-04,19,0,34705.0
22220,2023-04-04,20,16,31150.0
22221,2023-04-04,21,4086,33790.0
22222,2023-04-04,22,3045,36835.0
22223,2023-04-04,23,0,36835.0
22224,2023-04-05,0,0,36835.0
22225,2023-04-05,1,0,36835.0
22226,2023-04-05,2,0,36835.0
22227,2023-04-05,3,0,36835.0
22228,2023-04-05,4,0,36835.0
22229,2023-04-05,5,0,36835.0
22230,2023-04-05,6,0,36835.0
22231,2023-04-05,7,0,36835.0
22232,2023-04-05,8,0,36835.0
22233,2023-04-05,9,0,35840.0
22234,2023-04-05,10,766,35516.0
22235,2023-04-05,11,1660,27813.0
22236,2023-04-05,12,1473,27308.0
22237,2023-04-05,13,2164,27359.0
22238,2023-04-05,14,2783,28395.0
22239,2023-04-05,15,1559,26665.0
22240,2023-04-05,16,4379,26412.0
22241,2023-04-05,17,2402,24638.0
22242,2023-04-05,18,992,25325.0
22243,2023-04-05,19,4949,30274.0
22244,2023-04-05,20,0,30258.0
22245,2023-04-05,21,0,26172.0
22246,2023-04-05,22,0,23127.0
22247,2023-04-05,23,3110,26237.0
22248,2023-04-06,0,2167,28404.0
22249,2023-04-06,1,2884,31288.0
22250,2023-04-06,2,1889,33177.0
22251,2023-04-06,3,583,33760.0
22252,2023-04-06,4,0,33760.0
22253,2023-04-06,5,0,33760.0
